Descrição;Empenhado;Liquidado;Pago;Agrupador
" - 590002 - UG SEMDEC - Secretaria Municipal de Desenvolvimento Econômico, Emprego e Renda";12.516.409,16;5.835.303,97;6.068.090,00;CDUNIDADEGESTORA
"    - 11 - Trabalho";11.520.212,64;4.981.671,83;5.178.023,67;CDFUNCAO
"      - 3 - Despesas Correntes";11.478.950,51;4.957.081,83;5.153.433,67;CDCATEGORIAECONOMICA
"        - 31 - Pessoal e Encargos Sociais";3.001.059,40;2.347.215,45;2.370.672,57;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";2.841.059,40;2.255.428,15;2.279.446,68;CDMODALIDADEAPLICACAO
"            - 11 - Vencimentos e Vantagens Fixas - Pessoal Civil";2.349.291,04;1.879.943,06;1.879.943,06;CDELEMENTODESPESA
"                31901148 - 13º Salário - RGPS";21.521,64;21.521,64;21.521,64;CDSUBELEMENTODESPESA
"                31901147 - 13º Salário - RPPS";14.968,44;14.968,44;14.968,44;CDSUBELEMENTODESPESA
"                31901107 - ABONO PERMANÊNCIA - RPPS";70.000,00;13.160,17;13.160,17;CDSUBELEMENTODESPESA
"                31901125 - COMPLEMENTAÇÃO SALARIAL - RPPS";30.000,00;17.329,62;17.329,62;CDSUBELEMENTODESPESA
"                31901126 - COMPLEMENTAÇÃO SALARIAL - RGPS";5.000,00;3.106,50;3.106,50;CDSUBELEMENTODESPESA
"                31901153 - FÉRIAS - RPPS";35.667,76;35.667,76;35.667,76;CDSUBELEMENTODESPESA
"                31901141 - FÉRIAS - ABONO CONSTITUCIONAL - RPPS";5.897,74;5.897,74;5.897,74;CDSUBELEMENTODESPESA
"                31901152 - FÉRIAS - RGPS";18.991,68;18.991,68;18.991,68;CDSUBELEMENTODESPESA
"                31901145 - FÉRIAS - ABONO CONSTITUCIONAL - RGPS";84.243,78;61.983,27;61.983,27;CDSUBELEMENTODESPESA
"                31901121 - GRATIFICAÇÃO DE TEMPO DE SERVIÇO - RPPS";75.000,00;33.310,50;33.310,50;CDSUBELEMENTODESPESA
"                31901115 - GRATIFICAÇÃO POR EXERCÍCIO DE CARGO EM COMISSÃO - RPPS";70.000,00;42.722,27;42.722,27;CDSUBELEMENTODESPESA
"                31901116 - GRATIFICAÇÃO POR EXERCÍCIO DE CARGO EM COMISSÃO - RGPS";930.000,00;882.328,51;882.328,51;CDSUBELEMENTODESPESA
"                31901117 - GRATIFICAÇÃO POR EXERCÍCIO DE FUNÇÕES - RPPS";30.000,00;14.394,50;14.394,50;CDSUBELEMENTODESPESA
"                31901118 - GRATIFICAÇÃO POR EXERCÍCIO DE FUNÇÕES - RGPS";15.000,00;5.414,94;5.414,94;CDSUBELEMENTODESPESA
"                31901150 - Incorporação RPPS";90.000,00;43.952,38;43.952,38;CDSUBELEMENTODESPESA
"                31901155 - SALÁRIO MATERNIDADE - RGPS";30.000,00;26.228,78;26.228,78;CDSUBELEMENTODESPESA
"                31901130 - SUBSÍDIOS - Vencimentos e Salários RGPS";120.000,00;94.958,40;94.958,40;CDSUBELEMENTODESPESA
"                31901102 - VENCIMENTOS E SALÁRIOS - RGPS";420.000,00;327.096,69;327.096,69;CDSUBELEMENTODESPESA
"                31901101 - VENCIMENTOS E SALÁRIOS - RPPS";283.000,00;216.909,27;216.909,27;CDSUBELEMENTODESPESA
"            - 13 - Obrigações Patronais";300.000,00;276.422,60;301.429,84;CDELEMENTODESPESA
"                31901301 - Contribuições Para o Regime Geral de Previdência - INSS";300.000,00;276.422,60;301.429,84;CDSUBELEMENTODESPESA
"            - 16 - Outras Despesas Variáveis - Pessoal Civil";65.000,00;25.549,95;25.549,95;CDELEMENTODESPESA
"                31901605 - Substituição - RPPS";30.000,00;10.873,46;10.873,46;CDSUBELEMENTODESPESA
"                31901606 - Substituição - RGPS";35.000,00;14.676,49;14.676,49;CDSUBELEMENTODESPESA
"            - 4 - Contratação por Tempo Determinado";90.548,16;39.739,65;38.750,94;CDELEMENTODESPESA
"                31900413 - Contribuições previdenciárias - INSS - Contratação REDA";12.000,00;6.896,94;5.908,23;CDSUBELEMENTODESPESA
"                31900410 - Férias abono constitucional - Contratação REDA";1.696,00;1.696,00;1.696,00;CDSUBELEMENTODESPESA
"                31900411 - Férias pagamento antecipado - Contratação REDA";1.696,00;1.696,00;1.696,00;CDSUBELEMENTODESPESA
"                31900428 - Outras contratações REDA/Tempo Determinado - Outras contratações Temporárias";5.156,16;5.156,16;5.156,16;CDSUBELEMENTODESPESA
"                31900401 - Salário - Contratação REDA";50.000,00;17.871,60;17.871,60;CDSUBELEMENTODESPESA
"                31900406 - Serviços extraordinários - Contratação REDA";20.000,00;6.422,95;6.422,95;CDSUBELEMENTODESPESA
"            - 92 - Despesas de Exercícios Anteriores";3.000,00;552,69;552,69;CDELEMENTODESPESA
"                31909202 - VENCIMENTOS E SALÁRIOS - RGPS";3.000,00;552,69;552,69;CDSUBELEMENTODESPESA
"            - 95 - Indenização pela Execução de Trabalho de Campo";33.220,20;33.220,20;33.220,20;CDELEMENTODESPESA
"                31909504 - Operaçao Carnaval - RGPS";17.044,08;17.044,08;17.044,08;CDSUBELEMENTODESPESA
"                31909503 - Operação Carnaval - RPPS";16.176,12;16.176,12;16.176,12;CDSUBELEMENTODESPESA
"          - 91 - Aplicação Direta Decorrente de Operação Intra-Orçamentária";160.000,00;91.787,30;91.225,89;CDMODALIDADEAPLICACAO
"            - 13 - Obrigações Patronais";160.000,00;91.787,30;91.225,89;CDELEMENTODESPESA
"                31911307 - Contribuição Patronal Extraordinária para Cobertura de Déficit Atuarial";70.000,00;56.024,26;55.462,85;CDSUBELEMENTODESPESA
"                31911302 - Contribuições para o RPPS FUNFIN";60.000,00;35.763,04;35.763,04;CDSUBELEMENTODESPESA
"                31911309 - Contribuições para o RPPS FUNPREV";30.000,00;0,00;0,00;CDSUBELEMENTODESPESA
"        - 33 - Outras Despesas Correntes";8.477.891,11;2.609.866,38;2.782.761,10;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";8.477.891,11;2.609.866,38;2.782.761,10;CDMODALIDADEAPLICACAO
"            - 14 - Diárias - Pessoal Civil";2.382,60;2.382,60;2.382,60;CDELEMENTODESPESA
"                33901401 - Diárias Viagens Nacionais";2.382,60;2.382,60;2.382,60;CDSUBELEMENTODESPESA
"            - 30 - Material de Consumo";118.678,42;65.330,20;65.233,48;CDELEMENTODESPESA
"                33903002 - Combustíveis";50.000,00;48.093,30;48.093,30;CDSUBELEMENTODESPESA
"                33903038 - Gás";284,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903012 - Gêneros Alimentícios - Outros";14.184,72;0,00;0,00;CDSUBELEMENTODESPESA
"                33903003 - Material de Escritório / Material de Expediente";5.750,02;1.641,32;1.544,60;CDSUBELEMENTODESPESA
"                33903017 - Material de Limpeza e Higiene";25.001,00;1.591,42;1.591,42;CDSUBELEMENTODESPESA
"                33903030 - Material de Proteção e Segurança";368,00;3.058,40;3.058,40;CDSUBELEMENTODESPESA
"                33903016 - Material Elétrico e Eletrônico";366,80;1.464,00;1.464,00;CDSUBELEMENTODESPESA
"                33903019 - Material para Copa e Cozinha";11.275,74;340,10;340,10;CDSUBELEMENTODESPESA
"                33903009 - Material para Manutenção de Máquinas e Embarcações";2.100,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903026 - Vestuário e Calçados";9.348,14;9.141,66;9.141,66;CDSUBELEMENTODESPESA
"            - 33 - Passagens e Despesas com Locomoção";30.000,00;21.522,42;21.522,42;CDELEMENTODESPESA
"                33903301 - Passagens Nacionais";30.000,00;21.522,42;21.522,42;CDSUBELEMENTODESPESA
"            - 36 - Outros Serviços de Terceiros - Pessoa Física";540.366,67;292.455,00;292.455,00;CDELEMENTODESPESA
"                33903626 - Adiantamentos Translado";400,00;400,00;400,00;CDSUBELEMENTODESPESA
"                33903603 - Estagiários e Monitores";438.000,00;197.055,00;197.055,00;CDSUBELEMENTODESPESA
"                33903601 - Locação de Imóvel";101.966,67;95.000,00;95.000,00;CDSUBELEMENTODESPESA
"            - 37 - Locação de Mão de obra";2.586.636,99;1.423.433,19;1.423.433,19;CDELEMENTODESPESA
"                33903719 - Apoio Temporário para Festas Populares- Verbas Eventuais";67.338,00;56.030,76;56.030,76;CDSUBELEMENTODESPESA
"                33903704 - Serviço Administrativo";1.927.249,47;1.087.445,70;1.087.445,70;CDSUBELEMENTODESPESA
"                33903708 - Serviço de Motoboy e Motorista";340.997,96;154.019,72;154.019,72;CDSUBELEMENTODESPESA
"                33903703 - Serviço de Vigilância";94.285,19;53.270,47;53.270,47;CDSUBELEMENTODESPESA
"                33903702 - Serviços de Copa, Cozinha e Bar";74.766,37;26.525,16;26.525,16;CDSUBELEMENTODESPESA
"                33903701 - Serviços de Limpeza";82.000,00;46.141,38;46.141,38;CDSUBELEMENTODESPESA
"            - 39 - Outros Serviços de Terceiros - Pessoa Jurídica";4.734.699,72;535.737,83;708.913,82;CDELEMENTODESPESA
"                33903994 - Adiantamentos Alimentação Secretario";1.429,75;629,75;629,75;CDSUBELEMENTODESPESA
"                33903986 - Adiantamentos Despesa Miudas";800,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903980 - Adiantamentos Reparo e Conservação";999,77;999,77;999,77;CDSUBELEMENTODESPESA
"                33903910 - Fornecimento de Água";20.000,00;9.863,83;9.863,83;CDSUBELEMENTODESPESA
"                33903903 - Locação de Imóvel";100.000,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903914 - Locação de Máquinas e Equipamentos";5.304,00;2.040,00;2.040,00;CDSUBELEMENTODESPESA
"                33903902 - Locação de Veículos";242.171,67;87.422,00;87.422,00;CDSUBELEMENTODESPESA
"                33903927 - Manutenção e Conservação de Máquinas e Equipamentos";3.000,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903972 - Manutenção Equipamentos e Máquinas";1.355,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903996 - Publicidade Institucional";22.770,88;0,00;0,00;CDSUBELEMENTODESPESA
"                33903998 - Publicidade Legal";3.419,24;0,00;0,00;CDSUBELEMENTODESPESA
"                33903940 - Serviço de Seleçao e Treinamento";1.890,00;3.961,98;1.943,66;CDSUBELEMENTODESPESA
"                33903921 - Serviços de Arquitetura e Engenharia";16.800,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903912 - Serviços de Postagem, Entregas e Cobranças";6.000,00;241,65;241,65;CDSUBELEMENTODESPESA
"                33903953 - Serviços Educacionais e Pedagógicos";4.261.565,95;309.029,88;309.029,88;CDSUBELEMENTODESPESA
"                33903971 - Serviços Educacionais, Culturais, Pedagógicos e Assist Social";44.431,88;118.787,39;293.981,70;CDSUBELEMENTODESPESA
"                33903975 - Serviços Técnicos Profissionais";443,08;443,08;443,08;CDSUBELEMENTODESPESA
"                33903931 - Seviços de Limpeza";2.318,50;2.318,50;2.318,50;CDSUBELEMENTODESPESA
"            - 40 - Serviços de Tecnologia da Informação e Comunicação - PJ";333.271,43;143.912,96;143.728,41;CDELEMENTODESPESA
"                33904010 - Comunicação de Dados";36.140,74;29.118,96;29.118,96;CDSUBELEMENTODESPESA
"                33904001 - Locação de Equip Informática";226.590,06;92.026,87;92.026,87;CDSUBELEMENTODESPESA
"                33904009 - Outsourcing de Impressão";42.570,67;14.836,66;14.836,66;CDSUBELEMENTODESPESA
"                33904002 - Serviços Telefonia Fixa, Móvel Com Pacote de Dados";27.969,96;7.930,47;7.745,92;CDSUBELEMENTODESPESA
"            - 46 - Auxílio - Alimentação";95.800,00;92.221,18;92.221,18;CDELEMENTODESPESA
"                33904601 - Auxílio - Alimentação - RPPS";30.000,00;27.831,03;27.831,03;CDSUBELEMENTODESPESA
"                33904602 - Auxílio - Alimentação - RGPS";65.800,00;64.390,15;64.390,15;CDSUBELEMENTODESPESA
"            - 49 - Auxílio - Transporte";17.670,00;16.073,47;16.073,47;CDELEMENTODESPESA
"                33904902 - Auxílio - Transporte RGPS";8.170,00;8.160,98;8.160,98;CDSUBELEMENTODESPESA
"                33904901 - Auxílio - Transporte RPPS";9.500,00;7.912,49;7.912,49;CDSUBELEMENTODESPESA
"            - 8 - Outros Benefícios Assistenciais do servidor ou do Militar";5.000,00;3.412,25;3.412,25;CDELEMENTODESPESA
"                33900801 - Auxílio Educação - RPPS";5.000,00;3.412,25;3.412,25;CDSUBELEMENTODESPESA
"            - 92 - Despesas de Exercícios Anteriores";13.385,28;13.385,28;13.385,28;CDELEMENTODESPESA
"                33909207 - Locação de Mão-de-Obra";10.123,22;10.123,22;10.123,22;CDSUBELEMENTODESPESA
"                33909213 - Serviço de Telefonia Fixo e Móvel Sem Pacote de Dados";3.262,06;3.262,06;3.262,06;CDSUBELEMENTODESPESA
"      - 4 - Despesas de Capital";41.262,13;24.590,00;24.590,00;CDCATEGORIAECONOMICA
"        - 44 - Investimentos";41.262,13;24.590,00;24.590,00;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";41.262,13;24.590,00;24.590,00;CDMODALIDADEAPLICACAO
"            - 52 - Equipamentos e Material Permanente";41.262,13;24.590,00;24.590,00;CDELEMENTODESPESA
"                44905204 - Bens Móveis - Móveis e Utensílios";2.326,13;0,00;0,00;CDSUBELEMENTODESPESA
"                44905213 - Equipamento para Áudio, Vídeo e Foto";29.940,00;0,00;0,00;CDSUBELEMENTODESPESA
"                44905201 - Equipamentos de Processamentos de Dados";8.996,00;24.590,00;24.590,00;CDSUBELEMENTODESPESA
"    - 14 - Direitos da Cidadania";0,00;140.837,64;291.271,83;CDFUNCAO
"      - 3 - Despesas Correntes";0,00;140.837,64;291.271,83;CDCATEGORIAECONOMICA
"        - 33 - Outras Despesas Correntes";0,00;140.837,64;291.271,83;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";0,00;140.837,64;291.271,83;CDMODALIDADEAPLICACAO
"            - 39 - Outros Serviços de Terceiros - Pessoa Jurídica";0,00;140.837,64;291.271,83;CDELEMENTODESPESA
"                33903971 - Serviços Educacionais, Culturais, Pedagógicos e Assist Social";0,00;140.837,64;291.271,83;CDSUBELEMENTODESPESA
"    - 19 - Ciência e Tecnologia";728.696,52;712.794,50;598.794,50;CDFUNCAO
"      - 3 - Despesas Correntes";628.000,00;667.897,98;553.897,98;CDCATEGORIAECONOMICA
"        - 33 - Outras Despesas Correntes";628.000,00;667.897,98;553.897,98;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";628.000,00;667.897,98;553.897,98;CDMODALIDADEAPLICACAO
"            - 39 - Outros Serviços de Terceiros - Pessoa Jurídica";628.000,00;642.397,98;528.397,98;CDELEMENTODESPESA
"                33903903 - Locação de Imóvel";400.000,00;471.397,98;471.397,98;CDSUBELEMENTODESPESA
"                33903975 - Serviços Técnicos Profissionais";228.000,00;171.000,00;57.000,00;CDSUBELEMENTODESPESA
"            - 40 - Serviços de Tecnologia da Informação e Comunicação - PJ";0,00;25.500,00;25.500,00;CDELEMENTODESPESA
"                33904008 - Hospedagem de Sistemas";0,00;25.500,00;25.500,00;CDSUBELEMENTODESPESA
"      - 4 - Despesas de Capital";100.696,52;44.896,52;44.896,52;CDCATEGORIAECONOMICA
"        - 44 - Investimentos";100.696,52;44.896,52;44.896,52;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";100.696,52;44.896,52;44.896,52;CDMODALIDADEAPLICACAO
"            - 52 - Equipamentos e Material Permanente";100.696,52;44.896,52;44.896,52;CDELEMENTODESPESA
"                44905204 - Bens Móveis - Móveis e Utensílios";100.696,52;44.896,52;44.896,52;CDSUBELEMENTODESPESA
"    - 23 - Comércio e Serviços";267.500,00;0,00;0,00;CDFUNCAO
"      - 3 - Despesas Correntes";267.500,00;0,00;0,00;CDCATEGORIAECONOMICA
"        - 33 - Outras Despesas Correntes";267.500,00;0,00;0,00;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";267.500,00;0,00;0,00;CDMODALIDADEAPLICACAO
"            - 39 - Outros Serviços de Terceiros - Pessoa Jurídica";267.500,00;0,00;0,00;CDELEMENTODESPESA
"                33903975 - Serviços Técnicos Profissionais";267.500,00;0,00;0,00;CDSUBELEMENTODESPESA
" - 591010 - UG FMT/SALVADOR - Fundo Municipal do Trabalho";2.099.390,86;1.064.933,78;1.064.555,62;CDUNIDADEGESTORA
"    - 11 - Trabalho";2.099.390,86;1.064.933,78;1.064.555,62;CDFUNCAO
"      - 3 - Despesas Correntes";2.097.248,86;1.062.162,37;1.061.784,21;CDCATEGORIAECONOMICA
"        - 33 - Outras Despesas Correntes";2.097.248,86;1.062.162,37;1.061.784,21;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";2.097.248,86;1.062.162,37;1.061.784,21;CDMODALIDADEAPLICACAO
"            - 30 - Material de Consumo";3.560,00;7.847,00;7.847,00;CDELEMENTODESPESA
"                33903030 - Material de Proteção e Segurança";0,00;7.847,00;7.847,00;CDSUBELEMENTODESPESA
"                33903009 - Material para Manutenção de Máquinas e Embarcações";3.560,00;0,00;0,00;CDSUBELEMENTODESPESA
"            - 37 - Locação de Mão de obra";1.731.059,15;864.371,67;864.371,67;CDELEMENTODESPESA
"                33903704 - Serviço Administrativo";1.606.139,69;815.193,09;815.193,09;CDSUBELEMENTODESPESA
"                33903703 - Serviço de Vigilância";32.148,36;18.159,69;18.159,69;CDSUBELEMENTODESPESA
"                33903702 - Serviços de Copa, Cozinha e Bar";47.402,48;13.607,68;13.607,68;CDSUBELEMENTODESPESA
"                33903701 - Serviços de Limpeza";45.368,62;17.411,21;17.411,21;CDSUBELEMENTODESPESA
"            - 39 - Outros Serviços de Terceiros - Pessoa Jurídica";321.178,84;161.423,50;161.423,50;CDELEMENTODESPESA
"                33903986 - Adiantamentos Despesa Miudas";699,34;0,00;0,00;CDSUBELEMENTODESPESA
"                33903918 - Condomínio de Imóveis";75.236,00;64.105,00;64.105,00;CDSUBELEMENTODESPESA
"                33903903 - Locação de Imóvel";216.000,00;90.000,00;90.000,00;CDSUBELEMENTODESPESA
"                33903914 - Locação de Máquinas e Equipamentos";12.000,00;5.000,00;5.000,00;CDSUBELEMENTODESPESA
"                33903927 - Manutenção e Conservação de Máquinas e Equipamentos";13.000,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903943 - Segurança e Vigilância";1.356,00;1.356,00;1.356,00;CDSUBELEMENTODESPESA
"                33903931 - Seviços de Limpeza";2.887,50;962,50;962,50;CDSUBELEMENTODESPESA
"            - 40 - Serviços de Tecnologia da Informação e Comunicação - PJ";25.234,00;12.303,33;12.303,33;CDELEMENTODESPESA
"                33904001 - Locação de Equip Informática";458,00;300,00;300,00;CDSUBELEMENTODESPESA
"                33904009 - Outsourcing de Impressão";24.776,00;12.003,33;12.003,33;CDSUBELEMENTODESPESA
"            - 47 - Obrigações Tributárias e Contributivas";567,24;567,24;189,08;CDELEMENTODESPESA
"                33904705 - INSS";189,08;189,08;0,00;CDSUBELEMENTODESPESA
"                33904721 - Juros - INSS REINF DCTFWEB";378,16;378,16;189,08;CDSUBELEMENTODESPESA
"            - 92 - Despesas de Exercícios Anteriores";15.649,63;15.649,63;15.649,63;CDELEMENTODESPESA
"                33909207 - Locação de Mão-de-Obra";15.649,63;15.649,63;15.649,63;CDSUBELEMENTODESPESA
"      - 4 - Despesas de Capital";2.142,00;2.771,41;2.771,41;CDCATEGORIAECONOMICA
"        - 44 - Investimentos";2.142,00;2.771,41;2.771,41;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";2.142,00;2.771,41;2.771,41;CDMODALIDADEAPLICACAO
"            - 52 - Equipamentos e Material Permanente";2.142,00;2.771,41;2.771,41;CDELEMENTODESPESA
"                44905208 - Aparelhos e Utensílios de Copa e Cozinha";0,00;629,41;629,41;CDSUBELEMENTODESPESA
"                44905217 - Equipamentos de Segurança";2.142,00;2.142,00;2.142,00;CDSUBELEMENTODESPESA
" - 591110 - UG FCE - Fundo de Crédito Emergencial";142.456,00;106.872,92;106.872,92;CDUNIDADEGESTORA
"    - 11 - Trabalho";142.456,00;106.872,92;106.872,92;CDFUNCAO
"      - 3 - Despesas Correntes";142.456,00;106.872,92;106.872,92;CDCATEGORIAECONOMICA
"        - 33 - Outras Despesas Correntes";142.456,00;106.872,92;106.872,92;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";142.456,00;106.872,92;106.872,92;CDMODALIDADEAPLICACAO
"            - 39 - Outros Serviços de Terceiros - Pessoa Jurídica";100.000,00;64.417,89;64.417,89;CDELEMENTODESPESA
"                33903947 - Serviços Bancários";100.000,00;64.417,89;64.417,89;CDSUBELEMENTODESPESA
"            - 92 - Despesas de Exercícios Anteriores";42.456,00;42.455,03;42.455,03;CDELEMENTODESPESA
"                33909224 - Tarifa Bancária";42.456,00;42.455,03;42.455,03;CDSUBELEMENTODESPESA
" - 600002 - UG SEDUR - Secretaria Municipal de Desenvolvimento Urbano";47.596.160,20;42.472.478,83;41.669.944,16;CDUNIDADEGESTORA
"    - 15 - Urbanismo";47.190.160,20;42.087.510,99;41.380.023,49;CDFUNCAO
"      - 3 - Despesas Correntes";46.146.747,00;41.436.578,17;40.729.090,67;CDCATEGORIAECONOMICA
"        - 31 - Pessoal e Encargos Sociais";23.589.268,26;21.161.648,77;21.127.163,04;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";20.286.676,98;18.158.245,94;18.154.489,82;CDMODALIDADEAPLICACAO
"            - 11 - Vencimentos e Vantagens Fixas - Pessoal Civil";18.049.934,73;16.382.494,67;16.382.494,67;CDELEMENTODESPESA
"                31901148 - 13º Salário - RGPS";35.363,96;35.363,96;35.363,96;CDSUBELEMENTODESPESA
"                31901147 - 13º Salário - RPPS";577.809,78;499.933,60;499.933,60;CDSUBELEMENTODESPESA
"                31901107 - ABONO PERMANÊNCIA - RPPS";750.000,00;622.228,86;622.228,86;CDSUBELEMENTODESPESA
"                31901109 - ADICIONAL DE PERICULOSIDADE - RPPS ";50.000,00;28.885,28;28.885,28;CDSUBELEMENTODESPESA
"                31901125 - COMPLEMENTAÇÃO SALARIAL - RPPS";11.000,00;5.665,37;5.665,37;CDSUBELEMENTODESPESA
"                31901153 - FÉRIAS - RPPS";1.913.860,83;1.883.460,19;1.883.460,19;CDSUBELEMENTODESPESA
"                31901145 - FÉRIAS - ABONO CONSTITUCIONAL - RGPS";115.000,00;90.818,34;90.818,34;CDSUBELEMENTODESPESA
"                31901152 - FÉRIAS - RGPS";5.000,00;2.695,91;2.695,91;CDSUBELEMENTODESPESA
"                31901141 - FÉRIAS - ABONO CONSTITUCIONAL - RPPS";350.000,00;300.545,48;300.545,48;CDSUBELEMENTODESPESA
"                31901121 - GRATIFICAÇÃO DE TEMPO DE SERVIÇO - RPPS";1.881.000,00;1.818.342,04;1.818.342,04;CDSUBELEMENTODESPESA
"                31901115 - GRATIFICAÇÃO POR EXERCÍCIO DE CARGO EM COMISSÃO - RPPS";190.000,00;129.591,15;129.591,15;CDSUBELEMENTODESPESA
"                31901116 - GRATIFICAÇÃO POR EXERCÍCIO DE CARGO EM COMISSÃO - RGPS";1.120.000,00;861.335,21;861.335,21;CDSUBELEMENTODESPESA
"                31901117 - GRATIFICAÇÃO POR EXERCÍCIO DE FUNÇÕES - RPPS";210.000,00;202.663,65;202.663,65;CDSUBELEMENTODESPESA
"                31901118 - GRATIFICAÇÃO POR EXERCÍCIO DE FUNÇÕES - RGPS";8.000,00;3.610,02;3.610,02;CDSUBELEMENTODESPESA
"                31901124 - GRATIFICAÇÕES POR ATIVIDADES EXPOSITIVA - RGPS";20.000,00;10.022,41;10.022,41;CDSUBELEMENTODESPESA
"                31901123 - GRATIFICAÇÕES POR ATIVIDADES EXPOSITIVA - RPPS";1.975.000,00;1.591.758,76;1.591.758,76;CDSUBELEMENTODESPESA
"                31901150 - Incorporação RPPS";850.000,00;676.397,38;676.397,38;CDSUBELEMENTODESPESA
"                31901130 - SUBSÍDIOS - Vencimentos e Salários RGPS";227.900,16;113.950,08;113.950,08;CDSUBELEMENTODESPESA
"                31901101 - VENCIMENTOS E SALÁRIOS - RPPS";7.210.000,00;7.080.640,86;7.080.640,86;CDSUBELEMENTODESPESA
"                31901102 - VENCIMENTOS E SALÁRIOS - RGPS";550.000,00;424.586,12;424.586,12;CDSUBELEMENTODESPESA
"            - 13 - Obrigações Patronais";460.000,00;352.909,80;351.833,37;CDELEMENTODESPESA
"                31901301 - Contribuições Para o Regime Geral de Previdência - INSS";460.000,00;352.909,80;351.833,37;CDSUBELEMENTODESPESA
"            - 16 - Outras Despesas Variáveis - Pessoal Civil";377.000,00;274.342,21;274.342,21;CDELEMENTODESPESA
"                31901611 - Adicional Noturno - RPPS";15.000,00;12.870,53;12.870,53;CDSUBELEMENTODESPESA
"                31901608 - JETON - RGPS";15.000,00;10.206,75;10.206,75;CDSUBELEMENTODESPESA
"                31901607 - JETON - RPPS";15.000,00;6.582,27;6.582,27;CDSUBELEMENTODESPESA
"                31901615 - Produtividade - RPPS";300.000,00;226.253,12;226.253,12;CDSUBELEMENTODESPESA
"                31901616 - Produtividade - RGPS";20.000,00;10.798,27;10.798,27;CDSUBELEMENTODESPESA
"                31901606 - Substituição - RGPS";2.000,00;948,55;948,55;CDSUBELEMENTODESPESA
"                31901605 - Substituição - RPPS";10.000,00;6.682,72;6.682,72;CDSUBELEMENTODESPESA
"            - 4 - Contratação por Tempo Determinado";259.667,40;136.232,02;133.552,33;CDELEMENTODESPESA
"                31900413 - Contribuições previdenciárias - INSS - Contratação REDA";40.000,00;23.507,42;20.827,73;CDSUBELEMENTODESPESA
"                31900410 - Férias abono constitucional - Contratação REDA";10.784,40;784,40;784,40;CDSUBELEMENTODESPESA
"                31900411 - Férias pagamento antecipado - Contratação REDA";10.000,00;0,00;0,00;CDSUBELEMENTODESPESA
"                31900428 - Outras contratações REDA/Tempo Determinado - Outras contratações Temporárias";8.883,00;8.883,00;8.883,00;CDSUBELEMENTODESPESA
"                31900401 - Salário - Contratação REDA";140.000,00;77.724,54;77.724,54;CDSUBELEMENTODESPESA
"                31900406 - Serviços extraordinários - Contratação REDA";50.000,00;25.332,66;25.332,66;CDSUBELEMENTODESPESA
"            - 92 - Despesas de Exercícios Anteriores";226,58;226,58;226,58;CDELEMENTODESPESA
"                31909202 - VENCIMENTOS E SALÁRIOS - RGPS";226,58;226,58;226,58;CDSUBELEMENTODESPESA
"            - 95 - Indenização pela Execução de Trabalho de Campo";1.139.848,27;1.012.040,66;1.012.040,66;CDELEMENTODESPESA
"                31909504 - Operaçao Carnaval - RGPS";66.953,32;66.953,32;66.953,32;CDSUBELEMENTODESPESA
"                31909503 - Operação Carnaval - RPPS";352.894,95;352.894,95;352.894,95;CDSUBELEMENTODESPESA
"                31909501 - Operação Chuva - RPPS";30.000,00;12.946,08;12.946,08;CDSUBELEMENTODESPESA
"                31909505 - Operaçoes Especiais - RPPS";600.000,00;508.858,86;508.858,86;CDSUBELEMENTODESPESA
"                31909506 - Operaçoes Especiais - RGPS";90.000,00;70.387,45;70.387,45;CDSUBELEMENTODESPESA
"          - 91 - Aplicação Direta Decorrente de Operação Intra-Orçamentária";3.302.591,28;3.003.402,83;2.972.673,22;CDMODALIDADEAPLICACAO
"            - 13 - Obrigações Patronais";3.302.591,28;3.003.402,83;2.972.673,22;CDELEMENTODESPESA
"                31911307 - Contribuição Patronal Extraordinária para Cobertura de Déficit Atuarial";236.634,78;96.871,68;79.835,55;CDSUBELEMENTODESPESA
"                31911302 - Contribuições para o RPPS FUNFIN";2.915.956,50;2.879.876,94;2.879.876,94;CDSUBELEMENTODESPESA
"                31911309 - Contribuições para o RPPS FUNPREV";150.000,00;26.654,21;12.960,73;CDSUBELEMENTODESPESA
"        - 33 - Outras Despesas Correntes";22.557.478,74;20.274.929,40;19.601.927,63;CDGRUPODESPESA
